timestamp,frequency,duration,word
294.625,0.145124717,o,
323.381,0.429569161,o,nan-2
274.013,0.145124717,o,nan-3
219.336,0.870748299,say,nan-4
236.715,0.290249433,say,nan-5
229.571,0.110294785,say,nan-6
248.98,0.168344671,can,nan-7
272.493,0.847528345,can,nan-8
326.078,0.615328798,you,nan-9
395.035,0.168344671,see,nan-10
435.177,0.835918367,see,nan-11
442.322,0.208979592,see,nan-12
433.658,0.226394558,see,nan-13
439.496,0.394739229,see,nan-14
526.839,0.812698413,by,nan-15
497.241,0.139319728,the,nan-16
443.91,0.145124717,dawns,nan-17
436.959,1.323537415,dawns,nan-18
268.889,0.179954649,early,nan-19
242.448,0.162539683,early,nan-20
272.728,0.702403628,early,nan-21
275.381,0.145124717,early,nan-22
280.186,0.383129252,early,nan-23
308.561,0.208979592,early,nan-24
327.952,0.818503401,light,nan-25
319.359,1.149387755,light,nan-26
326.836,0.290249433,light,nan-27
283.955,0.17414966,what,nan-28
327.813,0.191564626,so,nan-29
320.1,0.232199546,so,nan-30
333.017,0.21478458,proudly,nan-31
487.705,0.127709751,proudly,nan-32
553.48,1.4338322,proudly,nan-33
506.79,0.243809524,proudly,nan-34
502.263,0.179954649,proudly,nan-35
449.254,0.336689342,proudly,nan-36
453.222,0.150929705,proudly,nan-37
454.224,0.342494331,proudly,nan-38
490.406,0.684988662,we,nan-39
386.414,0.534058957,hailed,nan-40
414.944,0.313469388,hailed,nan-41
431.971,0.150929705,hailed,nan-42
420.138,0.17414966,hailed,nan-43
413.961,0.133514739,hailed,nan-44
367.472,0.307664399,at,nan-45
426.818,0.150929705,the,nan-46
433.358,2.594829932,twilights,nan-47
329.879,0.249614512,last,nan-48
329.947,0.528253968,last,nan-49
279.686,0.446984127,gleaming,nan-50
242.307,0.133514739,gleaming,nan-51
218.907,1.1261678,gleaming,nan-52
208.418,0.464399093,gleaming,nan-53
306.409,0.133514739,whose,nan-54
332.982,0.307664399,whose,nan-55
293.904,0.110294785,broad, 
263.915,0.5630839,broad,nan-56
221.171,0.359909297,stripes,nan-57
263.223,0.296054422,stripes,nan-58
246.636,0.168344671,and,nan-59
277.068,0.5630839,and,nan-60
327.192,0.99845805,bright,nan-61
395.181,0.168344671,stars,nan-62
436.554,2.153650794,stars,nan-63
493.782,0.232199546,through,nan-64
527.798,0.464399093,the,nan-65
534.918,0.30185941,the,nan-66
437.033,1.602176871,perilous,nan-67
279.739,1.317732426,perilous,nan-68
280.026,0.156734694,perilous,nan-69
310.078,0.487619048,fight,nan-70
326.217,1.933061224,fight,nan-71
317.432,0.156734694,fight,nan-72
289.689,0.139319728,oer,nan-73
323.867,0.499229025,the,nan-74
327.634,0.307664399,ramparts,nan-75
509.617,0.145124717,ramparts,nan-76
551.629,1.410612245,ramparts,nan-77
504.352,0.104489796,ramparts,nan-78
486.3,0.168344671,ramparts,nan-79
431.625,0.638548753,ramparts,nan-80
447.929,0.412154195,we,nan-81
493.216,0.539863946,we,nan-82
423.036,0.17414966,watched,nan-83
367.351,0.30185941,watched,nan-84
393.991,0.365714286,watched,nan-85
420.23,1.236462585,watched,nan-86
360.824,0.127709751,were,nan-87
326.189,0.185759637,were,nan-88
369.155,0.139319728,were,nan-89
436.698,0.156734694,so,nan-90
439.194,2.130430839,gallantly,nan-91
333.084,0.795283447,gallantly,nan-92
283.937,0.487619048,streaming,nan-93
245.762,0.104489796,streaming,nan-94
214.169,0.731428571,streaming,nan-95
218.071,0.232199546,streaming,nan-96
467.541,0.127709751,and,nan-97
545.465,0.34829932,and,nan-98
508.565,0.539863946,the,nan-99
558.743,1.515102041,rockets,nan-100
580.949,0.708208617,rockets,nan-101
607.046,0.145124717,red,nan-102
662.76,0.220589569,red,nan-103
573.257,0.452789116,glare,nan-104
662.35,0.516643991,glare,nan-105
661.283,1.178412698,glare,nan-106
606.779,0.127709751,glare,nan-107
579.489,0.673378685,the,nan-108
538.06,0.516643991,bombs,nan-109
450.996,0.278639456,bursting,nan-110
499.616,0.325079365,bursting,nan-111
511.177,0.371519274,bursting,nan-112
510.581,0.603718821,bursting,nan-113
504.733,0.156734694,bursting,nan-114
556.169,0.638548753,bursting,nan-115
461.579,0.104489796,in,nan-116
582.574,0.197369615,in,nan-117
577.859,0.203174603,air,nan-118
640.539,0.731428571,air,nan-119
587.844,1.607981859,air,nan-120
597.855,1.166802721,gave,nan-121
502.562,0.330884354,proof,nan-122
545.623,1.114557823,proof,nan-123
549.927,0.26122449,proof,nan-124
502.656,0.365714286,through,nan-125
436.086,0.208979592,the,nan-126
442.999,1.091337868,the,nan-127
383.126,0.5630839,night,nan-128
412.672,1.393197279,night,nan-129
387.238,0.162539683,night,nan-130
363.829,0.354104308,that,nan-131
