timestamp,frequency,duration,word
276.22,0.557278912,o,
233.54,0.185759637,o,nan-2
186.177,0.638548753,say,nan-3
212.393,0.17414966,can,nan-4
237.392,0.539863946,can,nan-5
273.398,0.760453515,you-see,nan-6
338.566,0.156734694,see,nan-7
371.959,1.282902494,see,nan-8
445.934,0.243809524,by,nan-9
470.302,0.574693878,by,nan-10
409.845,0.156734694,the,nan-11
367.395,0.179954649,dawns,nan-12
370.742,0.853333333,dawns,nan-13
232.984,0.870748299,early,nan-14
263.942,0.551473923,early,nan-15
276.01,0.290249433,early,nan-16
275.656,1.38739229,light,nan-17
278.68,0.383129252,what,nan-18
272.267,0.429569161,so,nan-19
435.024,0.226394558,proudly,nan-20
473.858,0.986848073,proudly,nan-21
415.532,0.197369615,proudly,nan-22
431.278,0.17414966,proudly,nan-23
375.592,0.21478458,we,nan-24
369.367,0.853333333,hailed,nan-25
255.989,0.110294785,hailed,nan-26
311.498,0.127709751,hailed,nan-27
352.153,1.404807256,hailed,nan-28
286.205,0.156734694,at,nan-29
314.936,0.43537415,at,nan-30
354.233,0.121904762,the,nan-31
369.813,1.062312925,twilights,nan-32
368.209,0.783673469,twilights,nan-33
275.709,0.748843537,last,nan-34
235.568,0.760453515,gleaming,nan-35
184.658,0.754648526,gleaming,nan-36
256.859,0.133514739,whose,nan-37
282.94,0.26122449,whose,nan-38
220.954,0.110294785,broad,nan-39
186.443,0.65015873,stripes,nan-40
209.854,0.162539683,and,nan-41
236.979,0.534058957,and,nan-42
279.028,0.690793651,bright,nan-43
361.625,0.336689342,bright,nan-44
373.655,1.451247166,stars,nan-45
381.108,0.162539683,stars,nan-46
426.797,0.156734694,through,nan-47
476.109,0.307664399,through,nan-48
424.128,0.197369615,through,nan-49
422.908,0.145124717,the,nan-50
382.326,0.127709751,the,nan-51
376.463,0.957823129,perilous,nan-52
234.84,0.789478458,perilous,nan-53
252.697,0.168344671,perilous,nan-54
266.574,0.679183673,perilous,nan-55
273.482,1.4338322,fight,nan-56
253.853,0.150929705,oer,nan-57
283.558,0.290249433,oer,nan-58
287.261,0.21478458,the,nan-59
441.245,0.220589569,ramparts,nan-60
474.464,1.102947846,ramparts,nan-61
432.461,0.232199546,ramparts,nan-62
418.816,0.139319728,ramparts,nan-63
371.009,0.168344671,we,nan-64
375.77,0.882358277,we,nan-65
316.613,0.168344671,watched,nan-66
351.905,1.294512472,watched,nan-67
351.851,0.139319728,watched,nan-68
309.641,0.441179138,were,nan-69
341.153,0.110294785,so,nan-70
371.965,0.185759637,so,nan-71
369.583,1.027482993,gallantly,nan-72
374.235,0.667573696,gallantly,nan-73
276.81,0.731428571,gallantly,nan-74
235.951,0.853333333,streaming,nan-75
188.855,0.638548753,streaming,nan-76
434.827,0.168344671,and,nan-77
471.862,0.731428571,and-the,nan-78
424.262,0.319274376,the,nan-79
476.425,0.73723356,rockets,nan-80
467.571,0.191564626,rockets,nan-81
501.458,0.545668934,rockets,nan-82
506.249,0.43537415,red,nan-83
560.769,0.539863946,red-glare,nan-84
491.482,0.220589569,glare,nan-85
558.763,1.4338322,glare,nan-86
490.856,0.777868481,the,nan-87
478.251,0.162539683,bombs,nan-88
420.198,0.145124717,bombs,nan-89
385.117,0.139319728,bursting,nan-90
422.569,0.65015873,bursting,nan-91
