timestamp,frequency,
0.801088435,216.05,
0.806893424,218.671,
0.812698413,220.763,
0.818503401,222.731,
0.82430839,224.609,
0.830113379,226.187,
0.835918367,227.351,
0.841723356,228.522,
0.847528345,229.367,
0.853333333,230.234,
0.859138322,231.203,
0.864943311,231.864,
0.870748299,232.641,
0.876553288,233.21,
0.882358277,233.826,
0.888163265,234.54,
0.893968254,235.192,
0.899773243,235.424,
0.905578231,235.741,
0.91138322,236.588,
0.917188209,237.625,
0.922993197,238.675,
0.928798186,239.443,
0.934603175,239.833,
0.940408163,240.315,
0.946213152,241.018,
0.952018141,242.077,
0.957823129,243.064,
0.963628118,244.164,
0.969433107,245.596,
0.975238095,247.081,
0.981043084,248.57,
0.986848073,249.093,
0.992653061,249.849,
0.99845805,250.741,
1.004263039,251.955,
1.010068027,252.783,
1.015873016,253.058,
1.021678005,253.553,
1.027482993,253.847,
1.033287982,254.709,
1.039092971,256.015,
1.044897959,255.965,
1.050702948,255.708,
1.056507937,255.941,
1.062312925,256.073,
1.068117914,256.929,
1.073922902,257.271,
1.079727891,257.516,
1.08553288,257.641,
1.091337868,257.741,
1.097142857,257.908,
1.102947846,257.767,
1.108752834,257.767,
1.114557823,257.267,
1.120362812,257.707,
1.1261678,258.141,
1.131972789,258.111,
1.137777778,258.952,
1.143582766,258.933,
1.149387755,258.42,
1.155192744,258.287,
1.160997732,258.557,
1.166802721,259.264,
1.17260771,259.564,
1.178412698,260.245,
1.184217687,260.72,
1.190022676,260.137,
1.195827664,259.832,
1.201632653,259.451,
1.207437642,258.873,
1.21324263,258.424,
1.219047619,258.798,
1.224852608,258.425,
1.230657596,257.191,
1.236462585,257.11,
1.242267574,256.791,
1.248072562,257.194,
1.253877551,258.464,
1.25968254,258.32,
1.265487528,258.142,
1.271292517,257.588,
1.277097506,255.898,
1.282902494,255.189,
1.288707483,254.163,
1.294512472,252.955,
1.30031746,251.544,
1.306122449,248.888,
1.311927438,244.548,
1.317732426,238.944,
1.323537415,237.149,
1.329342404,235.928,
1.335147392,234.267,
1.340952381,0,
1.34675737,0,
1.352562358,0,
1.358367347,0,
1.364172336,0,
1.369977324,0,
1.375782313,0,
1.381587302,0,
1.38739229,227.645,
1.393197279,226.205,
1.399002268,227.445,
1.404807256,228.236,
1.410612245,228.114,
1.416417234,229.792,
1.422222222,229.064,
1.428027211,229.7,
1.4338322,229.985,
1.439637188,0,
1.445442177,0,
1.451247166,0,
1.457052154,0,
1.462857143,0,
1.468662132,0,
1.47446712,0,
1.480272109,0,
1.486077098,0,
1.491882086,0,
1.497687075,0,
1.503492063,0,
1.509297052,0,
1.515102041,0,
1.520907029,0,
1.526712018,0,
1.532517007,0,
1.538321995,0,
1.544126984,0,
1.549931973,0,
1.555736961,0,
1.56154195,0,
1.567346939,0,
1.573151927,0,
1.578956916,0,
1.584761905,0,
1.590566893,0,
1.596371882,0,
1.602176871,0,
1.607981859,0,
1.613786848,0,
1.619591837,0,
1.625396825,0,
1.631201814,0,
1.637006803,0,
1.642811791,0,
1.64861678,0,
1.654421769,0,
1.660226757,0,
1.666031746,0,
1.671836735,0,
1.677641723,0,
1.683446712,0,
1.689251701,0,
1.695056689,0,
1.700861678,0,
1.706666667,0,
1.712471655,0,
1.718276644,0,
1.724081633,0,
1.729886621,218.934,
1.73569161,218.782,
1.741496599,218.052,
1.747301587,218.052,
1.753106576,217.609,
1.758911565,217.532,
