timestamp,frequency,
0.452789116,206.855,
0.458594104,207.886,
0.464399093,208.275,
0.470204082,207.752,
0.47600907,208.265,
0.481814059,207.138,
0.487619048,207.252,
0.493424036,208.878,
0.499229025,210.417,
0.505034014,211.367,
0.510839002,214.894,
0.516643991,220.028,
0.52244898,221.91,
0.528253968,226.841,
0.534058957,230.638,
0.539863946,231.921,
0.545668934,234.565,
0.551473923,236.191,
0.557278912,237.748,
0.5630839,239.228,
0.568888889,239.74,
0.574693878,238.938,
0.580498866,237.192,
0.586303855,236.565,
0.592108844,234.722,
0.597913832,236.069,
0.603718821,236.679,
0.60952381,234.542,
0.615328798,235.337,
0.621133787,231.296,
0.626938776,230.065,
0.632743764,228.772,
0.638548753,228.703,
0.644353741,229.333,
0.65015873,228.936,
0.655963719,229.563,
0.661768707,229.314,
0.667573696,229.248,
0.673378685,229.389,
0.679183673,229.585,
0.684988662,230.147,
0.690793651,230.212,
0.696598639,232.129,
0.702403628,233.204,
0.708208617,235.503,
0.714013605,236.755,
0.719818594,236.425,
0.725623583,237.235,
0.731428571,239.098,
0.73723356,243.065,
0.743038549,247.3,
0.748843537,252.238,
0.754648526,251.111,
0.760453515,251,
0.766258503,250.478,
0.772063492,250.401,
0.777868481,252.234,
0.783673469,253.72,
0.789478458,255.492,
0.795283447,258.488,
0.801088435,259.98,
0.806893424,259.015,
0.812698413,257.855,
0.818503401,256.366,
0.82430839,256.625,
0.830113379,257.279,
0.835918367,258.727,
0.841723356,259.478,
0.847528345,260.092,
0.853333333,258.942,
0.859138322,258.501,
0.864943311,254.531,
0.870748299,253.439,
0.876553288,253.11,
0.882358277,252.943,
0.888163265,253.578,
0.893968254,253.563,
0.899773243,253.761,
0.905578231,253.691,
0.91138322,253.658,
0.917188209,253.469,
0.922993197,252.942,
0.928798186,251.565,
0.934603175,250.594,
0.940408163,250.033,
0.946213152,249.323,
0.952018141,248.962,
0.957823129,247.488,
0.963628118,246.559,
0.969433107,246.313,
0.975238095,246.39,
0.981043084,246.845,
0.986848073,247.485,
0.992653061,247.421,
0.99845805,247.328,
1.004263039,246.964,
1.010068027,246.499,
1.015873016,246.812,
1.021678005,246.491,
1.027482993,246.898,
1.033287982,246.958,
1.039092971,246.783,
1.044897959,246.67,
1.050702948,245.638,
1.056507937,244.512,
1.062312925,243.012,
1.068117914,241.214,
1.073922902,238.994,
1.079727891,236.742,
1.08553288,233.973,
1.091337868,223.854,
1.097142857,218.233,
1.102947846,216.711,
1.108752834,215.954,
1.114557823,216.317,
1.120362812,216.488,
1.1261678,212.271,
1.131972789,208.487,
1.137777778,206.157,
1.143582766,204.535,
1.149387755,204.916,
1.155192744,205.667,
1.160997732,208.304,
1.166802721,209.469,
1.17260771,209.924,
1.178412698,210.458,
1.184217687,210.376,
1.190022676,211.595,
1.195827664,212.991,
1.201632653,213.597,
1.207437642,213.853,
1.21324263,214.195,
1.219047619,214.432,
1.224852608,214.979,
1.230657596,215.279,
1.236462585,215.452,
1.242267574,215.716,
1.248072562,214.979,
1.253877551,214.776,
1.25968254,215.126,
1.265487528,214.753,
1.271292517,213.529,
1.277097506,211.362,
1.282902494,207.863,
1.288707483,204.889,
1.294512472,203.032,
1.30031746,201,
1.306122449,197.88,
1.311927438,195.411,
1.317732426,191.536,
1.323537415,186.969,
1.329342404,187.284,
1.335147392,0,
1.340952381,0,
1.34675737,0,
1.352562358,0,
1.358367347,0,
1.364172336,0,
1.369977324,0,
1.375782313,0,
1.381587302,0,
1.38739229,0,
1.393197279,0,
1.399002268,0,
1.404807256,0,
1.410612245,0,
1.416417234,0,
1.422222222,0,
1.428027211,0,
1.4338322,0,
1.439637188,0,
1.445442177,0,
1.451247166,0,
1.457052154,0,
1.462857143,0,
1.468662132,0,
1.47446712,0,
1.480272109,0,
1.486077098,0,
1.491882086,172.143,
1.497687075,171.1,
1.503492063,169.797,
1.509297052,170.049,
1.515102041,170.127,
1.520907029,169.99,
1.526712018,168.667,
1.532517007,166.213,
1.538321995,162.93,
1.544126984,160.606,
1.549931973,159.862,
1.555736961,159.643,
1.56154195,159.79,
1.567346939,160.25,
1.573151927,159.397,
1.578956916,158.845,
1.584761905,157.223,
1.590566893,155.822,
1.596371882,156.064,
1.602176871,156.3,
1.607981859,156.021,
1.613786848,154.788,
1.619591837,155.093,
1.625396825,155.565,
1.631201814,156.79,
1.637006803,159.336,
1.642811791,160.889,
1.64861678,163.229,
1.654421769,165.781,
1.660226757,167.089,
1.666031746,169.591,
1.671836735,171.767,
1.677641723,174.176,
1.683446712,176.364,
1.689251701,176.709,
1.695056689,176.141,
1.700861678,174.777,
1.706666667,174.18,
1.712471655,171.98,
1.718276644,170,
1.724081633,164.635,
1.729886621,161.468,
1.73569161,160.802,
1.741496599,159.886,
1.747301587,159.768,
1.753106576,159.852,
1.758911565,160.034,
