timestamp,frequency,
0.516643991,230.07,
0.52244898,226.639,
0.528253968,225.072,
0.534058957,221.613,
0.539863946,217.504,
0.545668934,215.614,
0.551473923,213.925,
0.557278912,212.266,
0.5630839,212.251,
0.568888889,212.637,
0.574693878,212.839,
0.580498866,214.127,
0.586303855,215.015,
0.592108844,216.388,
0.597913832,217.599,
0.603718821,218.871,
0.60952381,219.809,
0.615328798,220.205,
0.621133787,221.986,
0.626938776,224.123,
0.632743764,227.564,
0.638548753,231.616,
0.644353741,235.53,
0.65015873,238.509,
0.655963719,240.694,
0.661768707,243.543,
0.667573696,245.884,
0.673378685,246.968,
0.679183673,248.541,
0.684988662,248.932,
0.690793651,248.215,
0.696598639,246.603,
0.702403628,245.293,
0.708208617,244.62,
0.714013605,243.596,
0.719818594,242.781,
0.725623583,241.89,
0.731428571,241.071,
0.73723356,241.614,
0.743038549,242.241,
0.748843537,244.276,
0.754648526,245.483,
0.760453515,247.351,
0.766258503,248.008,
0.772063492,249.102,
0.777868481,250.507,
0.783673469,250.874,
0.789478458,252.03,
0.795283447,252.226,
0.801088435,252.794,
0.806893424,253.775,
0.812698413,255.735,
0.818503401,255.849,
0.82430839,256.058,
0.830113379,255.979,
0.835918367,255.16,
0.841723356,255.065,
0.847528345,253.994,
0.853333333,253.134,
0.859138322,251.991,
0.864943311,251.248,
0.870748299,250.614,
0.876553288,250.839,
0.882358277,250.376,
0.888163265,250.483,
0.893968254,250.908,
0.899773243,249.57,
0.905578231,249.397,
0.91138322,248.83,
0.917188209,248.106,
0.922993197,248.28,
0.928798186,248.737,
0.934603175,248.838,
0.940408163,248.817,
0.946213152,249.546,
0.952018141,249.927,
0.957823129,250.013,
0.963628118,251.808,
0.969433107,251.187,
0.975238095,251.496,
0.981043084,251.882,
0.986848073,249.819,
0.992653061,250.543,
0.99845805,249.846,
1.004263039,248.888,
1.010068027,249.669,
1.015873016,248.929,
1.021678005,248.485,
1.027482993,248.906,
1.033287982,248.7,
1.039092971,248.494,
1.044897959,248.864,
1.050702948,248.778,
1.056507937,249.027,
1.062312925,248.953,
1.068117914,249.395,
1.073922902,249.486,
1.079727891,249.362,
1.08553288,249.773,
1.091337868,249.644,
1.097142857,248.88,
1.102947846,248.879,
1.108752834,247.893,
1.114557823,246.069,
1.120362812,245.053,
1.1261678,242.836,
1.131972789,241.55,
1.137777778,240.265,
1.143582766,237.68,
1.149387755,236.194,
1.155192744,232.481,
1.160997732,224.843,
1.166802721,216.834,
1.17260771,214.603,
1.178412698,215.206,
1.184217687,206.569,
1.190022676,209.373,
1.195827664,204.788,
