id,diva_phrase_1,diva_phrase_2,diva_phrase_3,diva_phrase_4,diva_phrase_5,diva_phrase_6,diva_phrase_7,diva_phrase_8,diva_phrase_9,diva_phrase_10,diva_phrase_11,diva_phrase_12,diva_phrase_13,diva_phrase_14,diva_phrase_15,diva_phrase_16
aaliyah_nba-regular-season-game_1995,89.4474066887472,124.23014434489043,458.8919186045734,127.20222308993033,104.9125727517563,99.26037342969424,293.79566973298324,197.53020555804116,187.06454155214382,175.14238921014388,201.05813719562536,245.5368621215657,608.5496721516954,320.6292057242668,98.87959007781161,311.03052891927564
aaron-lewis_world-series_2014,139.0773774577904,63.00466000359603,441.04224512762835,142.52791536505364,635.8972054878004,152.32283172151435,169.5296669014755,136.7621772750269,,82.36686660703961,208.51481627473422,223.3268858907821,338.79984086116133,198.00053677022632,165.2343581242174,469.49032122339923
al-green_nba-allstar-game_2000,50.39823823586002,56.280116205778356,179.7200947730709,91.96260077374829,60.439059167689805,57.78944094347103,97.02974266355952,43.92423374350856,147.61201877425822,298.64231338888493,239.68928215281244,78.36764796584957,169.7817443286005,239.24113163705184,134.28151480194796,242.58433916923082
alanis-morissette_stanley-cup-playoffs_2007,55.99598051574529,66.47131782345207,152.3187122424163,128.39366981431473,36.66410600757162,60.947534411578935,99.58262558102523,50.61526066350443,160.48188561470184,225.22927374210377,126.92982700790571,121.26285914941847,219.1120205485956,83.0867967806133,145.7073995126339,144.1523775478415
alicia-keys_super-bowl_2013,194.43701615064865,93.58770943789118,214.15725629740203,127.34891001896867,127.2878356078222,129.54516645868506,267.12622519927845,99.50315244984402,209.73039077361145,220.40974452391555,222.26053168836694,151.17821419440253,175.05273955596033,389.768519178947,175.61697241312106,2386.2355979152326
aloe-blacc_nba-finals_2016,79.06099022186861,95.8957431739114,158.02710154802043,127.5391204448611,214.05005929625702,57.96894001183117,245.71263499739035,52.72988458644938,263.2973849920305,328.2600968303005,150.68382090053004,123.92884299821861,230.89952834187937,315.8452304040143,163.74194593514846,66.62428528524396
amber-riley_dnc_2012,76.70433681425608,226.5009596335753,177.40309209968598,109.42262365104042,88.95515708631096,235.35866863754944,265.02933902563626,120.2640079426935,110.5791501785614,209.74842713790332,241.47021142628952,547.8987113653734,226.60398524377044,411.1197593239233,235.79445591593006,256.34957996747437
amber-riley_mlb-allstar-game_2010,72.94329789372614,63.9495628828966,135.258113434702,72.4057809398533,63.42646803972696,105.24971735260301,307.1365114366685,178.62422610871477,56.556056558238396,217.74268717032297,232.19896276721533,587.7947806274314,203.29639258022044,450.7975982438038,168.26634593239655,978.9464695959103
anita-baker_nfl-regular-season_2023,84.14486631581964,129.26852949666426,167.16442054898948,141.3048594462734,100.76254106118202,206.3852755944486,142.3443284764126,134.95064234683025,164.73860344442022,372.21027021572877,235.44547024329285,1091.2564656329782,225.81340698599925,179.9149982811871,232.7186425317873,312.33554424019786
anthony-hamilton_nba-allstar-game_2019,419.3224941135577,529.4023138171112,456.0516620862992,630.4491093699879,378.1233636515076,530.9523466527394,289.62724294270737,606.6237074677382,389.30075527515464,380.30820455517807,427.30928484130897,214.2298882194558,1175.3585788202813,458.6190870598392,239.84226662766395,960.8277599298564
