id,overall_diva
idina-menzel_mlb-allstar-game_2014,173.9951936750167
idina-menzel_super-bowl_2015,228.70944909381322
jackie-evancho_inauguration_2017,175.98087632402783
james-taylor_world-series_2018,122.33111020339733
jazmine-sullivan_world-series_2022,370.41921849620354
jennifer-hudson_super-bowl_2009,394.4416729786234
jessica-simpson_indy-500_2004,234.0393153539718
jessica-simpson_nba-allstar-game_2001,154.21682568237944
jewel_nba-allstar-game_2023,403.50019897943207
jewel_super-bowl_1998,165.0350691332631
jewel_world-series_2001,192.61934369851636
jimmy-buffett_mlb-regular-season-game_1984,81.71498771988598
joe-walsh_world-series_1995,141.23154083119883
john-legend_nba-allstar-game_2013,304.7902024758845
john-legend_nba-finals_2016,350.825792832452
john-oates_world-series_2008,229.88856967732937
john-vincent_world-series_2016,192.60698606843468
jon-secada_world-series_1992,165.6546079961774
jordan-smith_nfl-regular-season_2023,314.6885950673979
jordin-sparks_mlb-allstar-game_2011,326.4173042194105
jordin-sparks_nba-finals_2017,310.95260384111634
jordin-sparks_super-bowl_2008,389.62242776750776
jordin-sparks_world-series_2023,348.40185130552584
josh-groban_nba-allstar-game_2011,168.1839249222012
joyce-didonato_world-series_2014,230.4603759820687
juanita-booker_inauguration_1981,281.24213676763213
keith-urban_stanley-cup-playoffs_2017,143.9687314264374
kelly-clarkson_indy-500_2018,186.38379651938155
kelly-clarkson_indy-500_2019,146.09053733632078
kelly-clarkson_world-series_2010,205.46581355449703
kelsey-grammer_mlb-regular-season-game_1996,158.05469803037548
kiana-lede_mlb-allstar-game_2023,223.66143135611927
kritsen-chenoweth_wnba-allstar-game_2019,217.69908799493183
lady-gaga_inauguration_2021,327.1533946314799
lady-gaga_super-bowl_2016,316.3061946749564
lauren-alaina_world-series_2021,301.8787431225551
lauren-daigle_ncaa-football-championship_2020,344.37501152160235
leann-rimes_world-series_1997,183.60620458664792
luke-bryan_stanley-cup-playoffs_2017,218.24518086731783
luke-bryan_super-bowl_2017,288.45232687411533
luther-vandross_super-bowl_1997,171.36484284748255
madison-beer_stanley-cup-playoffs_2020,317.35327955436037
madison-watkins_world-series_2022,365.68463481500214
marc-anthony_dnc_2012,270.8117600328874
mariah-carey_super-bowl_2002,339.4204243548501
martina-mcbride_world-series_2004,201.06442507388942
marvin-gaye_nba-allstar-game_1983,428.28903366400885
mary-j-blige_nba-allstar-game_2012,310.7497695110902
mary-j-blige_world-series_2009,328.74791831836023
mary-j-blige_world-series_2013,254.48327504440329
matthew-morrison_world-series_2012,135.43781118786254
melissa-etheridge_world-series_2002,193.69429007627298
mickey-guyton_super-bowl_2022,350.59441531638305
mickey-guyton_world-series_2023,200.5301367169921
natalie-grant_ncaa-football-championship_2022,353.26162374153876
nayah-damasen_nba-finals_2018,279.988233312926
neyo_nba-allstar-game_2016,263.23403097655375
neyo_nba-regular-season-game_2020,173.69533243845618
nicole-scherzinger_world-series_2019,458.4901182760434
patrick-stump_world-series_2016,155.30414865105973
patti-labelle_world-series_2008,585.4721917740054
paul-simon_world-series_1986,188.0945576765545
peabo-bryson_world-series_1992,381.3432817507494
phillip-phillips_world-series_2012,110.88884775409214
pia-toscano_memorial-day-concert_2022,266.62431822740814
pink_super-bowl_2018,242.09548016445342
rachel-platten_world-series_2016,226.1937361909253
reba-mcentire_super-bowl_2024,298.2488251521004
renee-fleming_super-bowl_2014,471.5169824816788
scotty-mccreery_world-series_2011,250.41363732523553
sheryl-crow_stanley-cup-playoffs_2018,195.87232347294648
standard,0.0
stephanie-mills_wnba-allstar-game_2003,224.97576761393623
steven-tyler_indy-500_2001,259.29140981887593
taylor-swift_nfl-regular-season_2006,126.00662320435966
taylor-swift_world-series_2008,162.59048133040568
tpain_mlb-regular-season-game_2015,439.80655493997824
trace-adkins_rnc_2020,203.90120890146787
trisha-yearwood_world-series_2014,117.87944616375312
usher_nba-finals_2015,263.8518191951997
whitney-houston_super-bowl_1991,316.2645224867145
whitney-houston_wnba-allstar-game_1999,311.1539708217167
zooey-deschanel_world-series_2011,170.01546852210387
