id,overall_diva
aaliyah_nba-regular-season-game_1995,227.69759007207153
aaron-lewis_world-series_2014,206.41565050963817
al-green_nba-allstar-game_2000,136.7339699203327
alanis-morissette_stanley-cup-playoffs_2007,117.3094779352139
alicia-keys_super-bowl_2013,323.9528738665061
aloe-blacc_nba-finals_2016,167.14160062299717
amber-riley_dnc_2012,221.20015409062336
amber-riley_mlb-allstar-game_2010,243.41206072277694
anita-baker_nfl-regular-season_2023,245.04742905388827
anthony-hamilton_nba-allstar-game_2019,505.39675408939917
aretha-franklin_world-series_1993,405.39504859651026
ariana-grande_nfl-regular-season_2014,199.44095157927032
bebe-rexha_indy-500_2017,175.5611596489334
beyonce_inauguration_2013,429.4746956362816
beyonce_super-bowl_2004,346.07954113154
billy-joel_stanley-cup-playoffs_1979,94.22617404366022
billy-joel_super-bowl_1989,203.55039783959725
billy-joel_super-bowl_2007,128.85857193972984
billy-joel_world-series_2000,142.16474372443818
brad-paisley_world-series_2017,166.8721655781684
brian-mcknight_mlb-allstar-game_2005,201.89551527156593
brooke-hogan_stanley-cup-playoffs_2004,198.33265775507542
carly-pearce_world-series_2021,165.3160845360043
carrie-underwood_mlb-allstar-game_2006,132.84540965502094
carrie-underwood_stanley-cup-playoffs_2017,166.092913655996
carrie-underwood_super-bowl_2010,172.6641896784085
carrie-underwood_world-series_2007,153.29388347850758
cassadee-pope_stanley-cup-playoffs_2023,230.32107661693905
chaka-khan_nba-allstar-game_2020,734.2576027227258
cher_super-bowl_1999,318.4963602728575
cheryl-ladd_super-bowl_1980,126.46653296321071
chloe-bailey_world-series_2022,446.98722438015676
chris-daughtry_world-series_2011,201.38238916410043
chris-stapleton_super-bowl_2023,355.81979614486767
christina-aguilera_nba-allstar-game_2004,331.7149771870139
christina-aguilera_super-bowl_2011,363.1778684872046
cody-johnson_world-series_2019,180.88563209159327
colbie-caillat_world-series_2013,309.3661942037146
darius-rucker_world-series_1995,178.03069728406032
demi-lovato_super-bowl_2020,183.0051724542716
demi-lovato_world-series_2012,352.9616199693502
demi-lovato_world-series_2015,208.53278156955153
diana-ross_super-bowl_1982,188.84922867481373
dierks-bentley_stanley-cup-playoffs_2017,242.03384300850684
donna-summer_mlb-allstar-game_1999,141.3979855133358
eric-burton_world-series_2022,348.4343736741873
faith-hill_super-bowl_2000,224.6151241708813
fantasia_ncaa-football-championship_2023,361.41382044791015
fergie_nba-allstar-game_2018,388.3027252760908
gladys-knight_super-bowl_2019,382.8740401604033
gladys-knight_world-series_1991,251.03026259640154
gretchen-wilson_nba-allstar-game_2010,114.38726393146933
harry-connick-jr_super-bowl_1992,179.15035624228705
her_world-series_2023,251.92419916675325
hunter-hayes_world-series_2016,222.08484923292113
