artistGenre,avg_diva,num_performances
christian,348.8183176315706,2
rnb,322.50663940762144,41
classical,292.65274492925846,3
pop,252.58557599910463,41
country,200.65167901926085,27
broadway,188.96038548790608,4
rock,178.14881441524838,14
jazz,168.60252713633128,2
folk,157.469048135916,2
n/a,0.0,1
