id,flagged
patrick-stump_world-series_2016_pitch.csv,True
gretchen-wilson_nba-allstar-game_2010_pitch.csv,False
kelly-clarkson_indy-500_2019_pitch.csv,False
carly-pearce_world-series_2021_pitch.csv,True
trisha-yearwood_world-series_2014_pitch.csv,True
kelly-clarkson_world-series_2010_pitch.csv,True
jordan-smith_nfl-regular-season_2023_pitch.csv,True
luke-bryan_super-bowl_2017_pitch.csv,False
fergie_nba-allstar-game_2018_pitch.csv,True
alicia-keys_super-bowl_2013_pitch.csv,True
hunter-hayes_world-series_2016_pitch.csv,False
taylor-swift_world-series_2008_pitch.csv,True
jordin-sparks_super-bowl_2008_pitch.csv,True
demi-lovato_world-series_2015_pitch.csv,True
melissa-etheridge_world-series_2002_pitch.csv,True
juanita-booker_inauguration_1981_pitch.csv,False
cheryl-ladd_super-bowl_1980_pitch.csv,True
diana-ross_super-bowl_1982_pitch.csv,True
idina-menzel_mlb-allstar-game_2014_pitch.csv,True
jennifer-hudson_super-bowl_2009_pitch.csv,True
aretha-franklin_world-series_1993_pitch.csv,False
kiana-lede_mlb-allstar-game_2023_pitch.csv,False
chris-stapleton_super-bowl_2023_pitch.csv,True
jon-secada_world-series_1992_pitch.csv,True
trace-adkins_rnc_2020_pitch.csv,False
billy-joel_world-series_2000_pitch.csv,False
mary-j-blige_nba-allstar-game_2012_pitch.csv,False
joyce-didonato_world-series_2014_pitch.csv,False
beyonce_super-bowl_2004_pitch.csv,False
jessica-simpson_indy-500_2004_pitch.csv,True
cody-johnson_world-series_2019_pitch.csv,False
aloe-blacc_nba-finals_2016_pitch.csv,True
chris-daughtry_world-series_2011_pitch.csv,True
josh-groban_nba-allstar-game_2011_pitch.csv,False
jewel_nba-allstar-game_2023_pitch.csv,False
eric-burton_world-series_2022_pitch.csv,False
pink_super-bowl_2018_pitch.csv,True
jewel_world-series_2001_pitch.csv,True
luke-bryan_stanley-cup-playoffs_2017_pitch.csv,True
keith-urban_stanley-cup-playoffs_2017_pitch.csv,True
jackie-evancho_inauguration_2017_pitch.csv,False
demi-lovato_super-bowl_2020_pitch.csv,False
bebe-rexha_indy-500_2017_pitch.csv,True
mickey-guyton_world-series_2023_pitch.csv,True
madison-beer_stanley-cup-playoffs_2020_pitch.csv,False
renee-fleming_super-bowl_2014_pitch.csv,False
kelly-clarkson_indy-500_2018_pitch.csv,True
john-legend_nba-allstar-game_2013_pitch.csv,True
aaliyah_nba-regular-season-game_1995_pitch.csv,True
harry-connick-jr_super-bowl_1992_pitch.csv,False
carrie-underwood_world-series_2007_pitch.csv,True
jewel_super-bowl_1998_pitch.csv,False
tpain_mlb-regular-season-game_2015_pitch.csv,False
whitney-houston_wnba-allstar-game_1999_pitch.csv,False
jordin-sparks_world-series_2023_pitch.csv,True
peabo-bryson_world-series_1992_pitch.csv,False
cher_super-bowl_1999_pitch.csv,True
lauren-alaina_world-series_2021_pitch.csv,False
brad-paisley_world-series_2017_pitch.csv,True
zooey-deschanel_world-series_2011_pitch.csv,True
mariah-carey_super-bowl_2002_pitch.csv,True
mary-j-blige_world-series_2013_pitch.csv,True
phillip-phillips_world-series_2012_pitch.csv,False
paul-simon_world-series_1986_pitch.csv,False
jazmine-sullivan_world-series_2022_pitch.csv,False
sheryl-crow_stanley-cup-playoffs_2018_pitch.csv,True
cassadee-pope_stanley-cup-playoffs_2023_pitch.csv,True
stephanie-mills_wnba-allstar-game_2003_pitch.csv,True
neyo_nba-allstar-game_2016_pitch.csv,False
nicole-scherzinger_world-series_2019_pitch.csv,True
marvin-gaye_nba-allstar-game_1983_pitch.csv,True
john-legend_nba-finals_2016_pitch.csv,True
colbie-caillat_world-series_2013_pitch.csv,True
marc-anthony_mlb-regular-season-game_2001_pitch.csv,True
demi-lovato_world-series_2012_pitch.csv,False
