,aaliyah_nba-regular-season-game_1995,aaron-lewis_world-series_2014,al-green_nba-allstar-game_2000,alanis-morissette_stanley-cup-playoffs_2007,alicia-keys_super-bowl_2013,aloe-blacc_nba-finals_2016,amber-riley_dnc_2012,amber-riley_mlb-allstar-game_2010,anita-baker_nfl-regular-season_2023,anthony-hamilton_nba-allstar-game_2019,aretha-franklin_world-series_1993,ariana-grande_nfl-regular-season_2014,bebe-rexha_indy-500_2017,beyonce_inauguration_2013,beyonce_super-bowl_2004,billy-joel_stanley-cup-playoffs_1979,billy-joel_super-bowl_1989,billy-joel_super-bowl_2007,billy-joel_world-series_2000,brad-paisley_world-series_2017,brian-mcknight_mlb-allstar-game_2005,brooke-hogan_stanley-cup-playoffs_2004,carly-pearce_world-series_2021,carrie-underwood_mlb-allstar-game_2006,carrie-underwood_stanley-cup-playoffs_2017,carrie-underwood_super-bowl_2010,carrie-underwood_world-series_2007,cassadee-pope_stanley-cup-playoffs_2023,chaka-khan_nba-allstar-game_2020,cher_super-bowl_1999,cheryl-ladd_super-bowl_1980,chloe-bailey_world-series_2022,chris-daughtry_world-series_2011,chris-stapleton_super-bowl_2023,christina-aguilera_nba-allstar-game_2004,christina-aguilera_super-bowl_2011,cody-johnson_world-series_2019,colbie-caillat_world-series_2013,darius-rucker_world-series_1995,demi-lovato_super-bowl_2020,demi-lovato_world-series_2012,demi-lovato_world-series_2015,diana-ross_super-bowl_1982,dierks-bentley_stanley-cup-playoffs_2017,donna-summer_mlb-allstar-game_1999,eric-burton_world-series_2022,faith-hill_super-bowl_2000,fantasia_ncaa-football-championship_2023,fergie_nba-allstar-game_2018,gladys-knight_super-bowl_2019,gladys-knight_world-series_1991,gretchen-wilson_nba-allstar-game_2010,harry-connick-jr_super-bowl_1992,her_world-series_2023,hunter-hayes_world-series_2016,idina-menzel_mlb-allstar-game_2014,idina-menzel_super-bowl_2015,jackie-evancho_inauguration_2017,james-taylor_world-series_2018,jazmine-sullivan_world-series_2022,jennifer-hudson_super-bowl_2009,jessica-simpson_indy-500_2004,jessica-simpson_nba-allstar-game_2001,jewel_nba-allstar-game_2023,jewel_super-bowl_1998,jewel_world-series_2001,jimmy-buffett_mlb-regular-season-game_1984,joe-walsh_world-series_1995,john-legend_nba-allstar-game_2013,john-legend_nba-finals_2016,john-oates_world-series_2008,john-vincent_world-series_2016,jon-secada_world-series_1992,jordan-smith_nfl-regular-season_2023,jordin-sparks_mlb-allstar-game_2011,jordin-sparks_nba-finals_2017,jordin-sparks_super-bowl_2008,jordin-sparks_world-series_2023,josh-groban_nba-allstar-game_2011,joyce-didonato_world-series_2014,juanita-booker_inauguration_1981,keith-urban_stanley-cup-playoffs_2017,kelly-clarkson_indy-500_2018,kelly-clarkson_indy-500_2019,kelly-clarkson_world-series_2010,kelsey-grammer_mlb-regular-season-game_1996,kiana-lede_mlb-allstar-game_2023,kritsen-chenoweth_wnba-allstar-game_2019,lady-gaga_inauguration_2021,lady-gaga_super-bowl_2016,lauren-alaina_world-series_2021,lauren-daigle_ncaa-football-championship_2020,leann-rimes_world-series_1997,luke-bryan_stanley-cup-playoffs_2017,luke-bryan_super-bowl_2017,luther-vandross_super-bowl_1997,madison-beer_stanley-cup-playoffs_2020,madison-watkins_world-series_2022,marc-anthony_dnc_2012,mariah-carey_super-bowl_2002,martina-mcbride_world-series_2004,marvin-gaye_nba-allstar-game_1983,mary-j-blige_nba-allstar-game_2012,mary-j-blige_world-series_2009,mary-j-blige_world-series_2013,matthew-morrison_world-series_2012,melissa-etheridge_world-series_2002,mickey-guyton_super-bowl_2022,mickey-guyton_world-series_2023,natalie-grant_ncaa-football-championship_2022,nayah-damasen_nba-finals_2018,neyo_nba-allstar-game_2016,neyo_nba-regular-season-game_2020,nicole-scherzinger_world-series_2019,patrick-stump_world-series_2016,patti-labelle_world-series_2008,paul-simon_world-series_1986,peabo-bryson_world-series_1992,phillip-phillips_world-series_2012,pia-toscano_memorial-day-concert_2022,pink_super-bowl_2018,rachel-platten_world-series_2016,renee-fleming_super-bowl_2014,scotty-mccreery_world-series_2011,sheryl-crow_stanley-cup-playoffs_2018,standard,stephanie-mills_wnba-allstar-game_2003,steven-tyler_indy-500_2001,taylor-swift_nfl-regular-season_2006,taylor-swift_world-series_2008,tpain_mlb-regular-season-game_2015,trace-adkins_rnc_2020,trisha-yearwood_world-series_2014,usher_nba-finals_2015,whitney-houston_super-bowl_1991,whitney-houston_wnba-allstar-game_1999,zooey-deschanel_world-series_2011
aaliyah_nba-regular-season-game_1995,,444.7809483064355,72.17037976860624,80.55725194962505,80.77972219069919,257.7162603402075,116.26496411073667,95.63332707897317,136.4450097835276,457.52025375017496,838.0847988070949,113.49069119015529,100.13114409679923,143.22853008532354,87.5811699936596,93.88484757009151,205.53075551947992,169.6144701617252,60.156774885829975,107.46248567421428,120.11723753067585,142.3348629780914,97.08856794875024,67.48186170474459,98.92021764403617,116.9361454068272,133.57871564634667,305.9455787201452,252.09138613852804,179.54002047883685,304.3821079360482,122.5837523810614,112.58834243533991,105.78464425881008,75.06279092470562,132.41736853860078,178.4939260309197,116.62487900512544,74.30477062493473,104.75987668858379,95.46853471073518,69.3695415239108,95.99650438975064,202.9912319078108,144.74607920167674,87.14725010762491,79.8242452298976,112.58528033579785,185.06740418680113,248.4409999847485,195.26477681989985,83.59825404043255,53.708686353379875,96.0750358207762,94.94540809830032,88.40277262554068,172.36531165249758,107.46666389868741,108.49658986398845,67.60729510462315,80.47596957312015,71.70201684563439,87.11324648483854,185.68871367036357,170.05990818800456,89.91907131155519,70.47720793543462,104.62349462857377,154.0659712152118,97.59911894601437,102.70981949546021,204.77384980435804,54.61051009644246,234.47382866569464,149.10438238624172,90.55699729299405,84.13830060943937,84.19611915847732,78.9380525801318,102.95177541294075,101.76791616563705,88.42564547193217,75.34075394662602,86.51116767968475,92.891394899557,124.50565165027344,123.03341547705233,97.68931920747946,80.30209317494945,80.32559971269121,129.15871197927697,165.6697023071305,96.16256498458596,88.09967517087676,117.99000480690478,110.28894770755315,95.18413370358026,92.48215196477757,175.230610741243,74.93530646851067,208.636265737636,411.3700498028318,90.23714203554374,82.47729999456249,120.43101059430145,60.54155713101614,101.28807293656932,128.42430449792465,180.36058820847916,182.55513419352314,103.25126696519749,68.67851265624462,125.07275288081858,104.52345745413719,106.65505101304596,273.267580773737,92.44664997458229,155.12635376137564,76.69685701646684,115.83338657990936,73.6685147594858,163.68771538029173,85.61439744800022,76.31899316434125,82.6785565376232,90.04254492683431,171.490893129363,92.57004712978012,115.7916045709159,137.99409099046872,228.27523646174552,69.91057072794787,113.97728934983516,441.1741900660688,269.72228707717477,69.38177878695087,85.47893031969244
aaron-lewis_world-series_2014,444.7809483064355,,480.53123459837707,435.21949701127943,522.8235438697818,393.6580553387966,463.7481579958214,476.03839227437913,502.5838785659118,767.9835243371198,931.675695651192,563.2588842719468,498.5349424130403,451.6723567906067,447.437133311154,489.71555907432236,548.9299566193968,604.2731208629258,468.8709249414983,514.9539427123373,468.46083576221906,501.46572141568345,501.5898823622214,475.30518737702516,499.43855929023624,524.3093703054769,540.1575770332294,455.2368122678415,556.4033440207311,637.76204338162,688.4739488616361,456.83004100158394,339.5889233582555,515.426103649699,441.6799624114162,703.0582445337396,511.7621887710839,510.5274941133705,447.40035042631905,362.14688604893615,498.29993666082004,433.03132039162614,466.67528848418755,611.5448177652871,517.2547361127546,493.67931800568317,456.95300170389964,478.4483481875022,391.40807474836265,606.3658841772191,492.51379738069977,478.9764071613665,455.60927505718246,532.0975024322853,467.69960781229923,495.3328724432375,498.7257067500192,460.85278411733157,470.7383009819311,450.24763258864056,473.37140196976367,477.65390408865414,496.3731444749499,549.7113077716392,550.6620031553414,481.253576050572,463.37470366294076,503.9276655946798,417.23573002658776,493.11785330151406,423.8227147325932,380.2645861092874,450.9242065404763,453.26568898657774,514.30090997509,482.0137388200755,451.99332390595475,424.0309599322581,461.6194163811108,461.80593938860244,499.5413653536195,466.7501880385731,469.4061884182073,463.9169812836733,502.0878935472545,504.0631364379099,389.9575800975904,513.0045363963706,478.9937630213511,489.64329820668587,307.97676787679535,355.6156054387271,476.213639169566,478.4235515258504,513.772206853383,404.6978226658245,476.5752658966407,508.7328513402754,326.69375570382266,469.8288718902352,553.4062812096734,407.89673935538025,422.26022045525025,482.894516504595,485.9232109582436,452.0233245939129,452.3089444370612,264.26753657765323,427.14121007859654,543.7014849476396,493.14478318117295,454.2892340534815,493.75030174857204,480.58645785421993,436.49067869096655,647.5457025651692,486.06988041051113,414.02643888209076,472.0185667484233,473.15351444110877,445.6465867383159,572.084082379134,496.88010606387763,472.77671610532013,484.037935924942,474.6298315757238,435.0742925795385,321.74905773659526,358.0692679977133,556.5605967855564,439.63272963934355,493.81936988642826,505.1156181245296,377.0046076710721,492.05828783407645,497.84553230574556,494.1826103321611
al-green_nba-allstar-game_2000,72.17037976860624,480.53123459837707,,39.116504530184955,95.30798691169767,297.6451146913878,137.3536588309647,142.9143223848804,95.82589321577721,412.8783082853035,812.1941831987241,133.4810373360986,132.27610735083582,152.04377358347688,122.26247634434796,125.55685102323929,173.8463672676948,139.6813646559535,74.07190210637883,162.71434216028973,116.79437880016408,116.40018363232761,147.66443462335954,106.36459871164847,64.83090677474982,132.48864778566994,156.22577250678273,340.28082972450517,261.2411731474126,186.333028919469,213.8446852271783,114.54794225924955,120.10151214909078,132.97835549920674,125.51848432445352,143.22107502174254,161.25868301223863,162.3895471466697,124.96354693114485,154.7501232237916,76.33760089296558,71.83520388042264,55.059925475205944,226.940938201494,172.04406197940156,71.58547356413729,58.24654154900152,172.69117131858485,222.03927818580036,236.62704146035196,149.27823259634877,75.2110701556484,101.65187214885685,153.65549350360456,125.29143563824299,137.0091359437386,188.65424484756792,68.68479392956746,85.26100003254751,120.57004215861612,139.23278843187074,56.568093518107034,56.57641856675004,140.22599806256284,114.14500206401506,96.36035316885143,98.27952514338341,96.44511985075609,166.02381918825085,108.60942754258257,133.78701037785385,239.67265154449598,83.9445625294785,228.49869400248167,127.38515984408,143.82853365919442,83.55191447726892,128.43370471853618,69.04798918641792,62.23428816767656,145.85823686558018,65.59665383512856,50.19444145621583,37.03997026221136,91.73993407172958,121.86424993279947,100.88801778129734,108.20619150376544,56.1312490428807,90.6238509611735,101.89095154507207,222.76510036411725,145.34225261755367,125.05428411402258,101.3933710128673,80.38088411535514,64.65028756533637,169.74480340551494,212.88601858887486,115.47031277232004,256.24516282402243,335.4934207576163,55.71300831256207,104.01721944508753,135.28399792001264,38.418616008725614,125.12847433202613,101.62210605555863,178.0138318471012,211.99615442016034,68.83280975735187,60.68815454009112,165.60440555218432,148.45753548784924,134.67437284472723,225.176848307973,57.07998602862749,166.21793710749193,120.4875159622572,82.26266431883549,68.92129374836091,126.01036418512716,75.27903989413704,135.3931541174668,114.32910606402383,50.15878661488409,128.64543163907675,82.16452639248524,102.76925061611445,106.06576145366846,234.88218465273937,85.3700329093957,122.86455901548595,447.7509960201439,235.21165271225775,63.23593596577004,95.1718809276032
alanis-morissette_stanley-cup-playoffs_2007,80.55725194962505,435.21949701127943,39.116504530184955,,104.9115367019334,214.88192542295744,75.54184099910745,93.14643653172652,93.54584749186368,361.8332024552097,802.3853078085215,75.96049653550018,69.30428963600883,138.17868360392438,75.8696292319482,55.27042927092985,116.24626177323923,125.15839264185892,74.94212598397162,103.72750135361392,106.0641736908136,99.16780671153589,87.04342472737642,48.26332261077442,69.19499878694086,86.02688325394227,93.28434718704369,297.93177956263435,209.34397052227226,138.2628374197238,179.62419389632464,89.73043529333779,122.16294674436948,96.89267918347386,102.93233911937763,148.76106328946943,118.62164133672636,141.90228298825076,51.32363526789544,76.45631850952614,75.5103087530927,67.60145943210557,40.60760322412024,154.09857787893802,139.4224167584304,77.09490122296307,49.834230802514895,103.44867922148816,172.2144963806025,216.57889877148756,147.5916833877993,69.37986768327035,76.83309218193074,105.0633969110717,65.74708356178279,100.25532669657241,132.2897845838412,57.49961829523648,58.232175353215034,110.00118943797055,72.60747767521357,58.24256824392833,52.91882561531698,156.55693415488352,96.3866995281966,28.014303681820753,30.997628380850223,72.33162273684822,148.77854436576132,100.463883318146,63.78918996715691,158.87311320949132,75.70194124317854,156.2912529324843,127.13946842486804,75.2153673414538,75.21552404414038,57.555054234470724,65.20349679633233,67.52313141891831,123.00126027947844,55.00712640404953,51.597407376414345,43.58535741844161,67.85975995018958,95.29055501032835,100.20193536403389,30.993112037624655,64.08589148662088,89.8554146787605,120.03931727094907,141.70183467125878,79.91411215804078,66.75150729849184,127.36875917956723,88.36596910584446,69.95941434894141,117.48741808046407,141.91046694684536,56.823138842487005,123.95337321711875,310.7114724829989,53.42229349196929,51.53014593767209,93.2502744649779,36.77200351919205,63.866419193929005,79.09000583086632,178.1927644768548,143.11619085927032,60.031254602393574,51.562315444715175,108.71395064613745,68.84810522003895,53.00551751702131,265.7100346601765,41.65487874847301,130.2730807370691,53.381451887972496,82.19324932898854,61.5709275723135,98.07789171147499,78.46129384567334,113.00318812423781,60.430155509151874,36.57557806113108,138.8266907954853,58.77482609441474,46.62903806117964,87.20025331964065,223.4795240014958,85.35961880894965,63.09413142035257,380.9287631540751,254.30183886902407,85.0553096818848,36.69434823378108
alicia-keys_super-bowl_2013,80.77972219069919,522.8235438697818,95.30798691169767,104.9115367019334,,248.83934473428212,87.12390183502734,122.03873283147243,113.32508592835343,437.42515832138605,774.8769082536454,200.2602629863906,141.47904024500593,157.06318745942147,92.55393112677237,112.5077710110807,190.123864879122,178.38998021585766,62.11258934827436,121.36773733859846,90.70748868424339,119.38105923630798,97.97782139891052,78.88555685307556,128.33424280276574,159.03808200872768,117.11948448705373,302.54522374850046,274.54566694834267,180.95444966186892,260.1407524140941,196.46600792247918,145.89890227078232,98.03370712201857,76.6848413087926,151.70249640675914,194.5559929943719,135.91398043913935,73.42336587206837,126.20075280381836,139.1145609404464,62.6248516246329,88.06850881000037,230.65040736395588,148.380378172053,87.19219910941139,78.00127343963622,120.91229402360112,180.73371218701624,268.2299798701272,209.93133561858568,106.63029260214631,64.88464598920208,77.1603447562768,107.26254743179128,91.9667171709989,160.12567420344763,99.29332341213309,109.2124484854202,50.74808748886868,91.04656978304192,91.95396553218961,117.8048463682436,207.15228553871725,176.33564283209986,124.10128528838541,105.64109683144981,119.12165303656197,133.93513819891334,103.17141259618991,83.46061041149518,222.8692056726273,74.98618307270297,210.54908599657756,148.77201973734785,116.13287513699608,92.9889372800299,67.27550804296085,87.06681226730362,102.76048302815033,93.6633804719856,73.82435272421405,80.65048337881261,102.57616904565265,81.96021945212753,156.01970305984742,124.56151778010788,135.74060560666956,67.78179586738972,83.76986295408767,143.50361444858603,186.98771591152615,75.62191686424883,115.07614915876415,166.0582835358266,137.94755669281167,108.58704207405182,144.43319056882456,179.89569923412444,93.22671651710749,192.5651652633242,431.2166422609063,85.45351343168278,100.45305766085544,140.15680161136584,95.33457125821573,83.43077918908952,154.21697832574375,222.43548411633805,214.2929618420302,130.07547151836337,81.33101345868123,127.19166244760981,80.62583766587646,142.54668485467877,259.59013099661473,101.46793757001275,140.3786915855793,89.73627794441063,127.33220864353966,80.66833686186219,167.6467414689159,65.97056695701767,93.98433794465092,84.48352904753719,128.78642159995684,172.86891585663787,99.19652138987604,141.16468604607613,145.60034289888654,269.7073233339894,62.488417879009006,113.91066347866577,487.6015564041998,264.278285052323,90.13839700203626,139.10211607591782
aloe-blacc_nba-finals_2016,257.7162603402075,393.6580553387966,297.6451146913878,214.88192542295744,248.83934473428212,,216.36831084813807,203.08465700625,229.33384111442535,590.8502953691365,740.23257265355,288.85176276025425,250.43948386870272,125.36047312024533,213.16684044857,213.19684999999976,219.47173000000006,262.02919261607826,225.85608699019957,246.1020836614154,246.5426260793477,224.1983328596868,238.06668316631476,206.4363186090869,254.07439694859306,243.37014003975855,253.9253253422444,89.54568458195317,181.6082717929712,253.6804804084122,303.35620309326464,132.16737877317217,65.24174846605682,243.9685775499114,202.69598056842008,319.497870775942,230.24849539200503,227.5011284740099,194.59338348697784,61.145341124086734,224.12961903219934,204.0574786063713,256.6693921944107,322.03045346207034,211.02954934828983,213.5370833029407,212.4642082161737,211.39879416546032,67.1355255844587,363.22791404340006,360.69647285174904,248.0778031820877,223.8818858423203,237.7389576148003,123.73414358871149,227.79078228184713,229.121247372583,199.93412684032657,198.94504344196076,214.08265564574512,225.87719520005692,221.8356555846308,227.05630042114296,340.1282099761801,259.29585631109154,216.14214072326806,209.23869169633042,219.47643454909968,59.19338998524372,271.57680701166925,210.9897301921418,30.888066142966082,220.88507034420215,127.93516932672082,232.283031617171,202.39034324105054,222.27324841005432,189.05930318089054,230.6393207974401,244.63478615806537,281.9804908599212,202.2391899999998,222.520268901082,249.2764463788231,215.33658860961935,288.61740342304495,43.646702891951364,241.19213065502424,217.71835431853842,216.1325236431708,284.24822612071034,47.535177007648315,203.3276453903368,235.74662333518776,213.66240059332114,58.105548673535765,255.58652989266204,275.5246979267346,32.62261172561675,217.1843930143675,194.91558605642803,287.54200999999995,211.48283519038756,230.16991338211133,252.7072960216488,213.3697639293653,222.1226065037364,262.43311149495037,168.41827866806855,256.81605464871785,251.24107154199567,196.58197726859962,197.76758913489536,219.23735075723314,109.23025000000008,465.8233453964387,231.7917304863163,46.65962312454852,214.87729550365322,139.27306572862486,199.50445719065686,297.67577732094156,225.95915982105038,236.7951190110707,208.34147770579952,218.96976783312078,271.89821592229544,193.81463663762364,221.73735714138718,272.36572803382734,132.99420707870695,213.4223871652267,201.30930070774758,205.86300790091383,244.32899159393546,266.27694525627163,243.18443306316854
amber-riley_dnc_2012,116.26496411073667,463.7481579958214,137.3536588309647,75.54184099910745,87.12390183502734,216.36831084813807,,58.91938194366746,47.657496827605165,460.1322608710203,772.9485239390352,150.11384670737863,89.27304622178339,122.14425707517917,46.36515959830637,56.434734902309174,103.06795227193491,134.56146887041538,42.41793314343966,86.49459084251373,63.81213091695113,51.00029450098386,35.017793976856105,36.50725875107193,92.29978361992914,114.51626847542536,83.7349053129697,241.76161103965157,260.25553471056935,209.86404934889433,206.03344281813028,144.76959324222733,90.26785491277464,57.7066987955445,50.430356712607626,156.11716967319052,137.47846217465175,131.62019905159957,35.64450685934986,77.13848806897664,79.3122554484118,32.854804078862756,133.72470003151957,218.16451545872462,113.21657040447944,47.569934171812186,39.1522251194125,74.2738953410587,115.21246888335868,264.9896854047253,204.54692531917343,86.06807097818681,72.38467175420448,90.4156239684478,66.04120198845176,80.15329523390734,94.74009905003257,68.73809493291522,72.97482321441568,62.6887111128619,39.473712615421704,86.29348280256494,89.59377598935426,207.5261624283349,108.89190905254834,73.60753403717626,52.01029896414957,62.75114582006608,141.02420678204814,72.92414110846973,30.949947669099682,176.05738853421843,48.566106361805765,172.65113240299277,106.30174032879694,66.94225285093282,55.96921590751613,33.18076010538792,47.02570786637303,68.49675271660233,108.41155157406594,19.72881492535976,67.37569235702236,89.26581582707223,61.8754759626908,126.35631867979515,96.62516933301775,86.33458591483209,50.90192019410787,58.0463523005178,118.26306185211786,129.63202362510907,24.63044529071424,74.54877227221327,132.2016762890261,106.84039174126805,78.95897893726408,105.70217884794317,136.06963097100524,38.86910927902278,146.42965169532917,402.2140063838235,61.569325656792955,82.3181605968548,101.54275778968044,54.4744684285303,54.35580004925786,146.5450416117335,193.942083826136,157.88776363400845,74.78588553171271,38.08496490159074,71.16407674727516,31.87057914834505,82.11974828785945,352.5350725816818,60.05873960366379,77.45138612535065,29.47369690261944,89.31436620952108,38.24211428395411,138.37050895880165,69.3291966788183,51.52925916136806,25.41859560936225,91.91599597518584,234.48648352973737,56.3681895595622,89.18119284742201,108.23874056140663,222.38155946331827,41.95200520429538,66.01820263078959,450.74991464088407,336.12911529231593,105.38854497078903,87.56691975593398
amber-riley_mlb-allstar-game_2010,95.63332707897317,476.03839227437913,142.9143223848804,93.14643653172652,122.03873283147243,203.08465700625,58.91938194366746,,72.41027177515447,437.9607702709343,696.4035745403053,129.69978172842536,86.36607034465368,102.1635911602305,37.51335504251757,43.12027444896742,65.46612675694367,65.46405456099406,83.37907982592444,86.49070406311289,74.93874459045861,56.522025077769456,62.61371826924901,54.00062057943462,95.48291968959042,69.67167662758278,105.18513183425135,262.7964897864217,257.10350241914705,141.0268486034207,162.43071881244262,137.72944913614242,110.03128863174366,79.85099458012539,35.56428628399195,151.59462689153463,70.6932370201414,71.79211214290478,58.74735977619794,90.00085320277469,43.156721878623664,53.51145169734541,142.81893864750174,180.08038670576286,61.15974023547451,37.63363026763891,67.42083381963822,40.843435204421795,101.41684889096366,212.20045060178845,227.71998103191711,97.6214388261996,92.20130165537562,90.9493784401992,80.10159639769441,61.9159880301722,61.378574043182724,59.04824598384067,52.20859173882561,85.08578829900331,60.85040490605009,56.53383498039508,43.113700520370564,160.73829977214194,102.09613170451019,85.97941024518497,59.91732340621179,34.98043131107002,166.8350162080952,88.49650660314747,77.87984984568394,194.70686363996003,67.61933816207375,162.37135555261347,66.57243705681067,29.20194240627956,64.69435801785104,66.00041372664568,79.3577161991387,90.57339122136004,137.18267426022626,63.20079869511929,46.92601939320126,91.22317936585387,100.67337337728006,161.42385900483504,104.7859871336669,101.50451036221948,72.08804434666015,65.4273600973919,150.15022063911175,147.7130205757477,62.14447859857414,77.92634958179912,121.9721455183467,64.5524296814132,93.99127456811104,100.63620033974998,130.5827918305059,56.29076471223227,49.98926744937363,395.1580066264445,69.81419399933084,81.72799573923722,85.32596768764097,55.42060458392399,91.92034884602123,163.91010592425414,177.12688915495983,89.21845269585953,94.49121657111205,55.00051387859966,26.274253005302825,76.59937146849488,101.40603464330155,318.62355024425466,102.78276665832911,77.71135246184342,55.17388193552452,110.6358785991635,57.62601330348594,156.18415997105254,101.27465035266088,47.85033451723121,47.95999826658882,63.48929768703689,255.81256022698665,87.08823219220116,120.77319253515684,142.86700880591695,253.90434168773714,72.84622741502291,46.669225045750736,443.55885136824975,371.6481792342664,114.68762754400879,100.73491160980612
anita-baker_nfl-regular-season_2023,136.4450097835276,502.5838785659118,95.82589321577721,93.54584749186368,113.32508592835343,229.33384111442535,47.657496827605165,72.41027177515447,,462.1003576108745,760.3735434266324,162.95134092249663,129.44402494712804,124.31411068985749,57.12651212072786,67.4973965434133,36.288433375242164,75.83105473944823,72.42595896719216,114.06985234765267,49.77228791846544,31.665713034244746,66.49234453928527,77.46777541243982,126.96853004575358,101.77500390466354,108.0076438365354,290.1771015124242,265.2154391880867,131.47329252460204,144.67761318917738,162.44591096498604,134.59776224971577,89.24668478419848,65.84037697995623,175.60059151126717,73.90196625419837,99.69905621269265,84.08872084202656,109.587680935646,67.52314411477856,71.5620226275846,74.03241239250306,181.5068495764855,84.5877042208532,62.788179881221915,68.63800682051958,78.69331344863171,117.37849506093323,202.8781148281224,219.5825891701861,125.88417304279677,106.71505590220167,71.86765903777517,97.32079614275219,81.14297793773036,44.35076142327147,54.479187784822344,52.607570025519244,99.89210244456874,73.89529349631492,69.68804988693684,79.04069434876354,107.66282547282026,113.97744424782972,107.06909978496711,91.43867340656399,60.361800192038615,164.31566794234203,107.6750609288246,65.64528231716685,214.74221485659447,95.2338057929145,205.5826189060564,78.50654701194287,66.52037558843443,74.3918378909577,60.96029352569083,68.06158772098075,72.78154430901475,147.00589167013987,54.96793371066434,69.69409232803783,85.59368353345087,82.2073042719735,178.2472125098676,136.81431837826057,113.36383678640777,89.90821709274289,106.55440847747457,117.70760798807414,166.58852835659988,69.6434550792581,116.47610107666138,165.0848966743514,93.99050056834793,93.42233320062778,155.80549964127454,148.08339088239143,84.84784050350089,73.15374461670095,368.52974531505083,44.26812568868067,93.50596524677282,100.79567458339812,96.78627906162278,86.90615664198722,113.65271162875719,185.54515755529334,124.34374398030468,107.22504821671548,82.17176875344575,48.88844420913992,69.53987471091165,118.4673305738611,297.9130928216557,64.84138706894835,88.39630346040084,70.21915467536992,100.4743949638763,74.58986993354813,164.07385021308792,76.7698146543946,78.05220101522411,73.51409261802628,101.30481366001686,165.94288101187942,86.21162505231352,102.88960284400859,128.95558071371278,242.33489786821207,88.87946601911268,55.74531160490399,439.3901681604758,271.34122121561313,122.32099989686004,107.86734304213478
anthony-hamilton_nba-allstar-game_2019,457.52025375017496,767.9835243371198,412.8783082853035,361.8332024552097,437.42515832138605,590.8502953691365,460.1322608710203,437.9607702709343,462.1003576108745,,512.2935233093684,315.0182934787752,297.8889555610678,427.72088165906365,531.9590279758852,417.85123208009617,464.83540956000513,416.91870517207894,438.072125395355,415.410979087114,463.3882604312471,462.92995003617693,545.7343081982793,456.3755117236306,352.0898438324974,343.35729125160833,354.2341167728084,701.5731669442847,319.9456239381945,223.92875133328755,372.1746363031936,298.5109383457251,328.9681037162536,447.28462325090254,399.78610043210756,612.8503860926784,357.9102323305187,336.741326637795,450.07280069631094,366.03289284718153,470.7870524454382,462.6421763433425,434.0315778858769,320.8856243405505,377.5366382389847,482.28608505677005,443.2552924068893,436.80450948018506,442.2315436073045,259.7769746232796,332.27072199073694,380.0891170710689,497.4285076523549,564.2665667324131,313.2894596669695,366.0043632267866,435.7199690906979,466.63520019735455,379.2810609618055,524.025992941995,441.8343871016438,417.28676159907724,405.8051252370506,406.9399735656407,357.45393614777436,448.888462633265,449.4105042065629,427.93457984429233,547.0311689309527,460.0137159333598,399.2509987187257,609.8780027742629,515.0860424780968,374.32685189693336,386.43488572553804,396.7179061354453,434.4052196138116,482.1182629436394,476.98681468378555,482.2490628277956,348.74087414034176,400.74694986890216,421.6914639242126,395.1240578031536,405.03533165388785,309.0555160690088,422.0755682409725,385.90270800466925,452.0373944535884,479.16842429449696,341.73131491422834,590.2925401101031,409.78758484860356,387.619760921646,371.0684204201289,462.07116378920057,302.9851467295433,345.2678561129219,462.4964080368482,419.94726042741297,472.61736543880295,687.2761495185357,472.18448851868635,436.9695593922595,249.61681280274155,402.8875222193355,500.51778849856777,370.9007726318703,336.52637269928846,307.5231105792882,331.16459838864006,454.67644607767346,417.7738778527848,508.83326798168173,382.95981021515314,467.0346208700298,521.3162280699142,504.0479278256166,434.71106786809287,261.6836266868932,509.3717468921111,226.68197915632246,532.8117799189572,483.1317122522832,440.96486874331373,357.10413933486626,381.24339970089153,474.5494034712503,381.40401063200545,362.2146356551325,496.60745293037974,531.3075844764459,438.1331304354719,683.0749685160262,396.04032328301093,386.3710155108267,485.22523703479993
